City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
3625710,upata,97,VE,1603140499,58,8.01,-62.4,91.99,3.0
1855540,naze,40,JP,1603140499,88,28.37,129.48,75.2,14.99
5919850,chapais,73,CA,1603140499,82,49.78,-74.85,35.71,2.77
4692856,galveston,1,US,1603140496,74,29.37,-94.97,82.4,11.41
6690295,saint-denis,20,RE,1603140560,69,-20.87,55.47,73.4,12.75
2193968,amberley,26,NZ,1603140561,76,-43.17,172.73,57.99,11.41
2400547,gamba,100,GA,1603140561,87,-2.65,10.0,77.23,7.96
2170139,cowra,18,AU,1603140561,94,-33.83,148.68,48.0,1.99
2947026,bogen,25,DE,1603140561,10,48.91,12.69,39.99,3.96
1524298,aksu,83,KZ,1603140561,74,52.03,76.92,28.4,8.95
119505,qazvin,0,IR,1603140561,29,36.28,50.0,51.8,4.7
1513957,hazorasp,0,UZ,1603140561,37,41.32,61.07,50.0,2.24
2026861,berdigestyakh,100,RU,1603140561,95,62.1,126.7,14.88,5.57
1276079,bhatgaon,1,IN,1603140562,86,21.15,81.7,74.55,3.69
